Custom Visual,Publisher,Description,Version,LegalTerms,PrivacyPolicyUrl,SupportLink,Release Date,AppSource Link,Is Certified,Versioned pbiviz,Visual GUID
Population Pyramid (Pro),PBIVizEdit.com,Graphically illustrate age and gender distribution of a given population,5.2.1.2,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.populationpyramidpro,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/populationpyramidEF37C50BA50D2BE196C37F91C5FEFFFC.5.2.1.2.pbiviz,populationpyramidEF37C50BA50D2BE196C37F91C5FEFFFC
Power Automate Process Mining - Variant DNA Visual,Microsoft Dynamics 365,Visualize business processes in a way that displays processes as if they were DNA blocks.,1.0.20240223.2,https://go.microsoft.com/fwlink/?linkid=2257253,https://go.microsoft.com/fwlink/?linkid=521839,https://powerusers.microsoft.com/t5/Process-Mining/bd-p/ProcessAdvisor,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/mscrm.powerautomate-processmining-variantdna,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/variantDNAEE4E02B949754395AD0F88751FCB5864.1.0.20240223.2.pbiviz,variantDNAEE4E02B949754395AD0F88751FCB5864
Power Slicer 高级切片器,上北智信,通过该组件可实现Power BI可视化的多种复杂数据筛选。,1.4.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://biportal-mflex.chinacloudsites.cn/powerslicer/PrivacyStatement.pdf,https://biportal-mflex.chinacloudsites.cn/powerslicer/support%20and%20contact.pdf,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/sharewinfo.power_slicer,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/swPowerSlicer_sharewinfo_612350D75BB94427B2E530403CFB0292_danfosi.1.4.0.0.pbiviz,swPowerSlicer_sharewinfo_612350D75BB94427B2E530403CFB0292_danfosi
Preselected Slicer,Insiders.coop,The Preselected Slicer is a slicer for Power BI where values can be pre-selected by your data.,1.0.0.2,https://go.microsoft.com/fwlink/?linkid=2041178,https://insiders-coop.github.io/pbiviz-docs/privacy,https://www.insiders.coop/contact,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/insiderscoop1611244107840.powerbi_customviz_preselected-slicer,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PreselectedSlicer9302176388541.1.0.0.2.pbiviz,PreselectedSlicer9302176388541
Pro Circle Card by Devlup Funnels,Devlup Funnels,This chart visually illustrates the completion or progress of a task as a portion of a circle.,1.0.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://devlupfunnels.com/privacy-policy/,https://devlupfunnels.com/contact-us/,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/devlupfunnels1688569261518.pro_circle_card_by_devlupfunnels,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/circleCard68ECC0CB90BE47B3962072B48765978B.1.0.0.0.pbiviz,circleCard68ECC0CB90BE47B3962072B48765978B
Process Mining with Power BI,AppSphere AG,Power BI Visual to visualize processes,1.3.3.1,https://go.microsoft.com/fwlink/?linkid=2041178,https://github.com/VeryCautiousAppsphere/AS-ProcessMining/blob/main/privacy-statement.md,https://www.appsphere.com/kontakt/,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200003289,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/processMiningGraphVisual7200A41BF02F4407848D84A0BC6EDD6D.1.3.3.1.pbiviz,processMiningGraphVisual7200A41BF02F4407848D84A0BC6EDD6D
ProcessChampion,Argent Logic,ProcessChampion is your one-stop shop to bring your process analytics to the next level!,1.0.1.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://argentlogic.com/products-privacy-policy/,https://argentlogic.com/contact/,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/argentlogic509929888.processchampion,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/processChampion136745E546B94C03AEE4E144D2DEC49F.1.0.1.0.pbiviz,processChampion136745E546B94C03AEE4E144D2DEC49F
PureViz Infographic - for PowerPoint to Power BI,IntellectBI,Turn creative designs into animated and lightweight infographics. From Power Point to Power BI!,2.0.3.0,https://pureviz.net/conditions-license,https://pureviz.net/privacy-policy,https://www.pureviz.net/infographic-docs/support,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002756,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/pureVizInfographicC9801BF222134D2D83FA9C41861F3482.2.0.3.0.pbiviz,pureVizInfographicC9801BF222134D2D83FA9C41861F3482
Radar Chart by Clear Peaks,CLEAR PEAKS SL,𝗥𝗮𝗱𝗮𝗿 𝗖𝗵𝗮𝗿𝘁 𝘄𝗶𝘁𝗵 𝗠𝘂𝗹𝘁𝗶𝗽𝗹𝗲 𝗖𝘂𝘀𝘁𝗼𝗺 𝗖𝗼𝗻𝗳𝗶𝗴𝘂𝗿𝗮𝘁𝗶𝗼𝗻𝘀,1.4.3.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.clearpeaks.com/privacy-policy/,https://www.clearpeaks.com/bi-services/,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/clearpeakssl1653921339802.clearpeaks_radar_chart,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/radarChart.1.4.3.0.pbiviz,radarChart
Razor PBI Visual,Praemo,Visualize insights gained from the Razor™ industrial AI/ML engine.,1.0.1.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://praemo.com/privacy-policy/,https://www.praemo.com/support,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/praemorazor.razor_pbi-visual,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/Razor1DD61834CFEF472393619573EEAA2649.1.0.1.0.pbiviz,Razor1DD61834CFEF472393619573EEAA2649
SMART KPI List,Nova Silva,Increase the power of your KPI’s by adding context with the SMART KPI List,2.3.1.0,https://visuals.novasilva.com/eula/,https://visuals.novasilva.com/privacy-policy-custom-visuals/,https://visuals.novasilva.com/knowledge-base/kb-kpi-list/introduction-smart-kpi-list/,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002431,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/kpiTable2FA7B4711C7C41C08129D5AB7A72D537.2.3.1.0.pbiviz,kpiTable2FA7B4711C7C41C08129D5AB7A72D537
SPC T Chart,Cloud2,The only NHS Improvement and IHI SPC rules compliant solution for Power BI.,1.3.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://cloud2.co.uk/page/spcprivacy-policy,https://cloud2.co.uk/page/contact,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200003076,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/tChartEE3E86DF52C845F5B4CD9F45D6075E7B.1.3.0.0.pbiviz,tChartEE3E86DF52C845F5B4CD9F45D6075E7B
Solved WeWrite Service,SOLVED,"A visual that seamlessly integrates with other visuals, providing automatic report updates.",1.1.0.0,https://www.slvd-bi.com/eula,https://www.slvd-bi.com/privacy-policy,https://www.slvd-bi.com/contact,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/solveddoo1696267674162.wewrite_service,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/weWriteService1FE7F37473194F1273HIUH192321.1.1.0.0.pbiviz,weWriteService1FE7F37473194F1273HIUH192321
Stacked Clustered Chart,DEFTEAM SOLUTIONS PRIVATE LIMITED,Stacked Clustered Chart visualizes quick trends using multiple categories with drill downs,1.0.5.3,https://www.defteam.com/eula/,https://www.defteam.com/power-bi-custom-visuals-privacy-policy/,https://www.defteam.com/powerbi-stacked-clustered-chart-getting-started/,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/defteamsolutionsprivatelimited1632219059544.stackedclusteredchart,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ClusteredStackedChart39ECD6FE5G0.1.0.5.3.pbiviz,ClusteredStackedChart39ECD6FE5G0
Stacked Column with Percentage and Total in Label (Standard),PBIVizEdit.com,Visualize the growth or change in terms of percentage in data bars.,5.1.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.stackedcolumnwithpercentandtotalstd,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/stackedcolumnwithpercentandtotalinlabel579C085E89C7586893D6B973CE9B7AF6.5.1.0.0.pbiviz,stackedcolumnwithpercentandtotalinlabel579C085E89C7586893D6B973CE9B7AF6
Stacked Lipstick Bar Chart (Standard),PBIVizEdit.com,To compare two numerical variables by category with each bar further segmented by sub-categories,5.1.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.stackedlipstickbarchartstandard,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/stackedlipstickbarchart066A58E5FCB7578F8A046DB674742696.5.1.0.0.pbiviz,stackedlipstickbarchart066A58E5FCB7578F8A046DB674742696
Stacked Lipstick Column Chart (Standard),PBIVizEdit.com,To compare two numerical variables by category with each column further segmented by sub-categories,5.1.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.stackedlipstickcolumnchartstandard,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/stackedlipstickcolumnchartC53D807BD349E658661B918C1A24532E.5.1.0.0.pbiviz,stackedlipstickcolumnchartC53D807BD349E658661B918C1A24532E
Storage Explorer,Creative Data,"Enables cloud storage browsing directly within your report, enhancing data and file collaboration.",1.0.0.2,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.creativedata.io/privacy-policy,https://www.creativedata.io/contact,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/creativedataeuropesl1660024750400.storageexplorer,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/storageExplorer07DE7AC324AD4D1FA25A8B0B27524885.1.0.0.2.pbiviz,storageExplorer07DE7AC324AD4D1FA25A8B0B27524885
Supermetrics Charts – Tile grid map,Supermetrics,Create (heat)maps with tiles of the same shape and size,1.0.0.3,https://supermetrics.com/terms-of-service,https://supermetrics.com/supermetrics-charts/privacy-policy-and-tos,https://support.supermetrics.com/support/home,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/supermetrics1604042975056.tile-grid-map,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/tileGridMap4ADB0BB099364EC1BD025992D6A7BAD5.1.0.0.3.pbiviz,tileGridMap4ADB0BB099364EC1BD025992D6A7BAD5
Text Enhancer by MAQ Software,MAQ LLC,Customize the text in your Power BI reports​ | PBI certified,4.0.3.0,https://maqsoftware.com/pbivisualeula,https://maqsoftware.com/privacystatement,https://maqsoftware.zendesk.com/hc/en-us/community/topics/360002081631-Power-BI-Text-Enhancer,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381762,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/TextEnhancerByMAQ46ASG0293G65JY43S89DKJ9.4.0.3.0.pbiviz,TextEnhancerByMAQ46ASG0293G65JY43S89DKJ9
Text search slicer,DataBrothers s.r.o.,Customizable slicer that enables searching/filtering within one or more text categories.,1.1.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.databrothers.cz/en/power-bi-custom-visual-privacy-policy/,https://www.databrothers.cz/en/make-your-data-shine/,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/databrotherssro1596013704866.dbi_text_search_slicer,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/textSearchSlicerF85E2E78BE4A4D7D9F99ED75B5D71C85.1.1.0.0.pbiviz,textSearchSlicerF85E2E78BE4A4D7D9F99ED75B5D71C85
TheraTraq Timeline Circle,TheraTraq, Visualize your events in a timeline view.,1.1.6.0,https://sharepointwebpartassets.blob.core.windows.net/$web/EULA.pdf,https://sharepointwebpartassets.blob.core.windows.net/$web/PrivacyStatement.pdf,https://sharepointwebpartassets.blob.core.windows.net/$web/timeline-circle.html,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002115,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/timelineVariation1D7EACB3A04E64A5FA9D86F6E035F3529.1.1.6.0.pbiviz,timelineVariation1D7EACB3A04E64A5FA9D86F6E035F3529
Thermometer by MAQ Software,MAQ LLC,Represent progress toward goals | PBI certified,4.0.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://maqsoftware.com/privacystatement,https://maqsoftware.zendesk.com/hc/en-us/community/topics/360002081591-Power-BI-Thermometer,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380847,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PBI_CV_309E6B47_39A5_4681_808F_132AFB230872.4.0.0.0.pbiviz,PBI_CV_309E6B47_39A5_4681_808F_132AFB230872
Timeline Box,TheraTraq, Visualize your events in a timeline view.,1.1.0.0,https://sharepointwebpartassets.blob.core.windows.net/$web/EULA.pdf,https://sharepointwebpartassets.blob.core.windows.net/$web/PrivacyStatement.pdf,https://sharepointwebpartassets.blob.core.windows.net/$web/timeline-box.html,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002994,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/timelineD7EACB3A04E64A5FA9D86F6E035F3523.1.1.0.0.pbiviz,timelineD7EACB3A04E64A5FA9D86F6E035F3523
Ultimate Venn Diagram,Samuel Gratzl,Explore Set Intersection using Venn or Euler Diagrams,1.10.10.0,https://upset.js.org/integrations/powerbi/EULA.txt,https://github.com/upsetjs/upsetjs#privacy-policy,https://github.com/upsetjs/upsetjs,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002019,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/upSetJSVenn61F43BDFCA024B13B6AC5BA73C9427B2.1.10.10.0.pbiviz,upSetJSVenn61F43BDFCA024B13B6AC5BA73C9427B2
ilionx ZorgControl KPI Gauge,ilionx,"Een KPI Gauge die het resultaat, het doel en de afwijking tussen die twee aangeeft.",2.2.2.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.ilionx.com/privacy-statement-zorgcontrol-visual/,https://www.ilionx.com/contact/,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/ilionx.ilionx_zorgcontrol_kpigauge,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/kpigaugeE1C1F2D818584821B802A6B2EE9891B6.2.2.2.0.pbiviz,kpigaugeE1C1F2D818584821B802A6B2EE9891B6
swColorMap,上北智信,中国色块地图下钻，可支持下钻到省县级，可根据数据展示色块分布。,1.0.4.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://biportalv2.chinacloudsites.cn/wcr/PrivacyStatement_swColorMap.pdf,https://biportalv2.chinacloudsites.cn/wcr/SupportAndContact.pdf,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/sharewinfo.swcolormap,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/colorMapA62CDE518BD14121B7B1AEFBD3B996A8.1.0.4.0.pbiviz,colorMapA62CDE518BD14121B7B1AEFBD3B996A8
swColorMap_twoLevels,上北智信,中国色块地图下钻，可支持下钻地级，根据数据以色块层级展示在地图块上。,1.0.3.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://biportalv2.chinacloudsites.cn/wcr/PrivacyStatement_swColorMap.pdf,https://biportalv2.chinacloudsites.cn/wcr/SupportAndContact.pdf,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/sharewinfo.sw_two_levels_drill_down_color_block_map,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/colorMapEB4BA673A8872296B0669A67E5D2ACC5.1.0.3.0.pbiviz,colorMapEB4BA673A8872296B0669A67E5D2ACC5
swOrgChart,上北智信,该可视化可以应用于公司组织结构、家族族谱等业务场景。,1.3.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://biportalv2.chinacloudsites.cn/wcr/PrivacyStatement_swOrgChart.pdf,https://biportalv2.chinacloudsites.cn/wcr/SupportAndContact.pdf,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/sharewinfo.sworgchart,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/swOrgChart17FBD5343987489AA69DE2FEC21F2AD9.1.3.0.0.pbiviz,swOrgChart17FBD5343987489AA69DE2FEC21F2AD9
swSankeyDiagram,上北智信,桑基图即桑基能量分流图，也叫桑基能量平衡图。它是一种特定类型的流程图，图中延伸的分支的宽度对应数据流量的大小。,1.0.3.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://biportalv2.chinacloudsites.cn/wcr/PrivacyStatement_swSankeydiagram.pdf,https://biportalv2.chinacloudsites.cn/wcr/SupportAndContact.pdf,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/sharewinfo.swsankeydiagram,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/sankeydiagramD70935A24E3C0300DDB750D5E06D1745.1.0.3.0.pbiviz,sankeydiagramD70935A24E3C0300DDB750D5E06D1745
swUniaxialScatterPlot,上北智信,单轴散点图可以直观展示数据的分布和聚合情况以及辅助制图等功能,1.0.1.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://biportalv2.chinacloudsites.cn/wcr/PrivacyStatement_swUniaxialScatterPlot.pdf,https://biportalv2.chinacloudsites.cn/wcr/SupportAndContact.pdf,4/19/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/sharewinfo.swuniaxialscatterplot,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/uniaxialScatterPlot94A5341DD7B15B09DEFAA3D3D91F91C7.1.0.1.0.pbiviz,uniaxialScatterPlot94A5341DD7B15B09DEFAA3D3D91F91C7
100% Clustered Stacked Bar Chart (Pro),PBIVizEdit.com,To compare two numerical variables by category with each bar further segmented by sub-categories,5.0.2.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,4/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.100clusteredstackedbarchartpro,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/fullclusteredstackedbarchart1BE6A7DD9A431DC9A1517065523F3211.5.0.2.0.pbiviz,fullclusteredstackedbarchart1BE6A7DD9A431DC9A1517065523F3211
100% Stacked Column Chart with Values instead of % (Standard),PBIVizEdit.com,"Visualize measure by category with relative value of each subcategory in 100% total, stacked columns",5.1.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,4/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.100stackedcolumnchartwithvaluesinsteadof,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/stackcolumnlabelvalue6EB582BBADBBD9847D2A59E6558A8AB9.5.1.0.0.pbiviz,stackcolumnlabelvalue6EB582BBADBBD9847D2A59E6558A8AB9
2WriteBack,2BIT AG,The 2WriteBack Visual allows to write back data to any database,2.1.5.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://cdn.2bitcloud.ch/2WriteBack/PrivacyPolicy_2WriteBack.pdf,https://2bit.ch/en/kontakt/,4/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/2bitgmbh.powerbiwriteback,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/TwoWriteBack25320C54F4184F8EA42E7B7D8A4A928F.2.1.5.0.pbiviz,TwoWriteBack25320C54F4184F8EA42E7B7D8A4A928F
3DBI,INFORMAXYZ BV,Bring spatial insight to your data.,3.1.1558.0,https://kg-dev.be/eula-3dbi/,https://kg-dev.be/privacy-policy-custom-power-bi-visuals-on-appsource/,https://kg-dev.be/project/3dbi/,4/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/kg-devbv1609405875162.3dbi,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/KGdev3DBI69f2181a7e5a44a9a709014959414bf0.3.1.1558.0.pbiviz,KGdev3DBI69f2181a7e5a44a9a709014959414bf0
ADWISE RoadMap / Gantt,Adwise s.r.o.,"Plan, roadmap and time shedule phases and milestones. Visual by ADWISE.",3.1.3.0,https://www.adwise.cz/adwise-visuals-terms-conditions-license-information/?lang=en,https://www.adwise.cz/adwise-visuals-privacy-policy/?lang=en,https://www.adwise.cz/adwise-roadmap/?lang=en,4/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200001904,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/adwiseVisual73804AE4264848C8BCD67A31A0791911.3.1.3.0.pbiviz,adwiseVisual73804AE4264848C8BCD67A31A0791911
AI Lens,AI Lens,"ChatGPT, OpenAI and AI directly in Power BI with a chat interface",4.0.0.3,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.lensvisual.io/AI%20Lens%20-%20Privacy%20Policy.pdf,https://www.lensvisual.io/help,4/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/ailens1697391095117.ai_lens,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/aILensEA6F1EB9ACB04175ADC575D450915999.4.0.0.3.pbiviz,aILensEA6F1EB9ACB04175ADC575D450915999
Advanced Linear Gauge by MAQ Software,MAQ LLC,Track and visualize progress for individual targets with precision | Power BI Certified,4.0.1.0,https://maqsoftware.com/pbivisualeula,https://maqsoftware.com/privacystatement,https://maqsoftware.zendesk.com/,4/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/maqsoftware1587623472284.advancedlineargaugebymaqsoftware,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/AdvancedLinearGaugeDA0D695483C84EDAA6A55149E2DS37.4.0.1.0.pbiviz,AdvancedLinearGaugeDA0D695483C84EDAA6A55149E2DS37
Apex Linear Schedule,APEX Project Management Inc.,A professional Time Location Chart visual to improve project management and schedule reporting,1.1.9.0,https://apexpmapps.com/end-user-license-agreement/,https://apexpmapps.com/privacy-policy/,https://apexpmapps.com/contact/,4/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/apexpm1682473027105.apex-linear-schedule,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/linearSchedule27A2A081AE854B10B4C365613DA434C5.1.1.9.0.pbiviz,linearSchedule27A2A081AE854B10B4C365613DA434C5
Balance Sheet Visual by BI Samurai,BI Samurai,Display Balance Sheet in an easy-to-understand way.,1.2.6.1,https://go.microsoft.com/fwlink/?linkid=2041178,https://bisamurai.com/privacy-policy-custom-visuals/,https://bisamurai.com/support/,4/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002997,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/balanceSheet8B88E06A989E4034A7DF29F3D75E6T69.1.2.6.1.pbiviz,balanceSheet8B88E06A989E4034A7DF29F3D75E6T69
Balanced Scorecard,Techanesis Ltd,Transform your organization's performance tracking and decision-making with a Balanced Scorecard,1.0.0.3,https://go.microsoft.com/fwlink/?linkid=2041178,https://scorecard.techanesis.com/pbiprivacy.html,https://scorecard.techanesis.com/#contact,4/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/techanesisltd1683848099199.balanced_scorecard,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/scorecard0DF89A0FEDBC47A5B8873BBCB619D35B.1.0.0.3.pbiviz,scorecard0DF89A0FEDBC47A5B8873BBCB619D35B
Banzae BI Dashboard,Banzae Dooel,Power BI custom visual for deeper insights. Dynamic charts & graphs. Perfect for businesses..,1.0.0.3,https://powerbi.banzae.dev/eula,https://powerbi.banzae.dev/privacy-policy,https://powerbi.banzae.dev/support,4/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/banzaedooel1675767860365.banzae_bi,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/banzae_dashboard_6857E8E7D4D24913A06D40CC001EE24B.1.0.0.3.pbiviz,banzae_dashboard_6857E8E7D4D24913A06D40CC001EE24B
Beeswarm Chart,Excelnaccess.com,Visualize distribution of data across different categories,1.0.1.9,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.excelnaccess.com/privacy-terms-for-custom-visuals/,https://www.excelnaccess.com/beeswarm-chart/,4/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/excelnaccesscom1597493022219.beeswarm_id,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/beeswarm50DB3783432B40A69C0B91926CE74CD9.1.0.1.9.pbiviz,beeswarm50DB3783432B40A69C0B91926CE74CD9
