Visual Name,Publisher,GUID,Latest Version,Is Certified,Popularity,Risk Level,Risk Score,Author Findings,Library Findings,Dynamic Code (Author),Network Access (Author),DOM Manipulation (Author),Sensitive Access (Author),Informational (Author),Web Access Permission,Export Content Permission,Local Storage Permission,AAD Auth Permission,External JS Count,Detected Libraries,API Version,Has GPL License,Versions Scanned,Findings Resolved in Latest
Histogram by PQ Systems,PQ Systems,histogram42E8DF98F1244DB799B2A8A65DBCB226,1.1.322.1,False,0.971,High,99,24,6,4,5,7,0,8,False,False,False,False,0,,2.5.0,False,2,0
Sparkline by OKVIZ,OKVIZ Corp.,PBI_CV_25997FEB_F466_44FA_B562_AC4063283C4C,1.1.3.0,True,0.971,High,63,27,1,1,4,13,0,9,False,False,False,False,9,d3.js; jQuery; Globalize,1.11.0,False,2,0
Activity Gauge by Powerviz,TRUVIZ INC,ActivityGaugeA96234ADB8D143D1837fdfsFECd426BB34781,1.0.0.5,True,0.97,High,93,118,37,3,3,59,2,51,False,False,False,False,0,jQuery; React; Highcharts; Leaflet; ag-Grid; Bootstrap; jsrsasign; Quill; Globalize; Chart.js,5.10.0,False,3,0
Charticulator Visual Community (Editor),Ilfat Galiev,charticulatorVisualCommunity_EDITOR,1.7.0.0,False,0.97,High,104,115,15,2,47,17,0,49,True,True,False,False,0,React; Leaflet,5.11.0,False,10,0
PowerGantt Chart,Nova Silva,powerGANTTchart76BDD9F52FA14ADEB68823A07759D182,3.1.0.0,True,0.97,High,31,73,4,1,0,64,3,5,False,False,False,False,0,Moment.js; Leaflet; DOMPurify; Globalize,5.11.0,False,10,0
Violin Plot,Daniel Marsh-Patrick,violinPlot4D46EB9EB3A141D9BA2289793175D971,1.3.0.4,True,0.97,High,73,36,1,1,3,22,0,10,False,False,False,False,12,d3.js; jQuery; Leaflet; Bootstrap; Globalize; Chart.js,2.5.0,False,2,0
Line and Stacked Column Chart with Table,Definitive Logic,lineStackedColumnMatrixADACEA3309644A92B1A6D50A68C81088,2.1.0.0,True,0.969,High,81,39,5,2,5,6,0,26,False,False,False,False,0,,3.6.0,False,2,0
Multiple Axes Chart - XViz,xViz LLC dba Lumel,multipleAxesChartBC35C88E1D1A49DFA5A9240AFBB4E3BC,3.0.2.2,True,0.969,High,90,69,50,4,2,49,0,14,False,True,False,False,0,jQuery; Moment.js; Highcharts; Leaflet; ag-Grid; Bootstrap; DOMPurify; Chart.js,5.2.0,False,2,0
Selection Slicer by Walnut Innovation,Walnut Innovation Limited,selectionSlicer75918E1108FD45E0B85F2A29F491BBA8,2.6.0.0,True,0.969,High,21,22,3,0,0,3,3,16,False,True,False,False,0,,5.11.0,False,4,0
Cylindrical Gauge by MAQ Software,MAQ LLC,cylindricalGauge73A12A442345453EB69B593649C3A341,4.0.4.0,True,0.968,High,49,28,5,2,1,12,0,13,False,False,False,False,0,,3.5.0,False,2,0
Enlighten Storyteller,ENLIGHTEN DESIGNS,enlightenstorytellerE5CA73CE1C2C43878E5C0EBB4652BDD5,1.0.5.1,False,0.968,High,31,21,0,0,1,3,0,17,True,False,False,False,0,jsrsasign; Globalize,5.10.0,False,2,0
SuperTables Legacy,Apps for Power BI,SuperTables_1,1.2.6.1,True,0.968,High,56,72,6,2,1,31,0,38,False,True,False,False,0,Leaflet; ag-Grid; Globalize,5.4.0,False,5,0
Route map,Weiwei Cui,routemap863828C4992A473C9A5FB6A6B0EDF5DC,1.3.3.0,False,0.967,High,15,3,3,0,0,3,0,0,False,False,False,False,1,,1.6.0,False,2,0
Sankey Chart by Powerviz,TRUVIZ INC,SankeyChart72F9467FDC1043888E57A6FA275C4DCE,1.0.0.2,True,0.967,High,67,107,28,3,1,55,1,47,False,True,True,False,0,React; Leaflet; ag-Grid; Bootstrap; jsrsasign; Quill; Globalize,5.10.0,False,2,0
graphomate matrix,graphomate,graphomatematrix,2024.1.6.0,False,0.967,High,103,194,278,4,4,18,2,166,False,False,False,False,0,jQuery; Leaflet; DOMPurify; Globalize; NumPy / Numeral.js,4.7.0,False,4,0
Preselected Slicer,Insiders.coop,PreselectedSlicer9302176388541,1.0.0.2,True,0.966,High,31,26,13,1,0,7,1,17,False,False,False,False,0,,4.1.0,False,2,0
Waterfall Chart - xViz,xViz LLC dba Lumel,waterfallChart2AF2CCB0A5A6404AB2A02ACCE7BC300C,3.0.2.0,True,0.966,High,90,66,47,4,2,46,0,14,False,True,False,False,0,jQuery; Highcharts; Leaflet; ag-Grid; Bootstrap; DOMPurify; Chart.js,5.2.0,False,2,0
Wordcloud by Powerviz,TRUVIZ INC,WordCloud5550983e166911eebe560242ac120002,1.0.0.3,True,0.966,High,83,115,31,4,2,58,2,49,False,False,False,False,0,jQuery; Highcharts; Leaflet; ag-Grid; jsrsasign; Globalize; Chart.js,5.8.0,False,2,0
hi-chart Reporting Studio,CP Corporate Planning GmbH,hichart8FC5F06844ED44BDB87EC043F90F3A3D,1.0.24.0,True,0.966,High,55,183,60,0,0,98,4,81,False,True,True,False,0,jQuery; Leaflet; Bootstrap; DOMPurify; CodeMirror,5.11.0,False,4,1
Galigeo Maps,GALIGEO,GaligeoPowerBI,2.2.0.4,False,0.965,High,38,3,0,0,3,0,0,0,True,True,False,True,0,,5.11.0,False,7,0
Shielded HTML Viewer,Nova Silva,htmlViewerA9520C4C697347CDB4EA10E418B1A6E7,3.0.0.0,True,0.965,High,62,83,5,1,3,68,3,8,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.2.0,False,3,0
Clustered Stacked Column (Standard),PBIVizEdit.com,clusteredstackedcolumnchartA3BF4C5A66422DC09283C291A3EA7904,5.6.0.0,False,0.964,High,33,26,1,0,0,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,3,1
Advanced Pie and Donut - xViz,xViz LLC dba Lumel,advancedPieDonut812F760774854B428BA58A87279F6AF6,3.0.1.0,True,0.963,High,100,71,52,4,3,50,0,14,False,True,False,False,0,jQuery; Moment.js; Highcharts; Leaflet; ag-Grid; Bootstrap; DOMPurify; Globalize; Chart.js,5.4.0,False,1,0
Custom Calendar by Akvelon,Akvelon,calendarVisual5E37BB8CB2CB427ABE4F9EAAE66C5223,2.0.1.0,True,0.963,High,53,12,1,1,1,7,0,3,False,False,False,False,0,jQuery,2.6.0,False,2,0
Hierarchy Tree - xViz,xViz LLC dba Lumel,HierarchicalTreeF39DAE8D57A743EF89F5C3809DEE2B67,3.0.1.0,True,0.963,High,94,55,17,4,3,36,0,12,False,True,False,False,0,jQuery; Moment.js; Highcharts; Leaflet; Globalize; Chart.js,5.4.0,False,2,0
Image Pro by CloudScope,"CloudScope, LLC",imagepro72F4F4C66B5C47EDB72C8CA5F4BFCD1A,4.0.2.0,True,0.963,None,0,0,0,0,0,0,0,0,False,False,False,False,0,jQuery; Globalize,5.11.0,False,4,0
Multi Axis Line Chart for Power BI by ChartExpo,polyvista.com,ChartExpoMultiAxisLineChart5B71160C48904866919150C8787E05EF,2.0.0.2,False,0.963,High,97,120,3,4,3,101,0,12,True,True,True,False,0,jQuery; Leaflet,5.10.0,False,4,0
Route Map Visual,Lytiqa,routeMap,1.1.4.0,False,0.963,High,59,21,1,1,4,15,0,1,True,False,False,False,0,Leaflet; Globalize,5.10.0,False,4,0
Calendar Chart For Power BI,Office Solution AI Labs,CalenderChartByOfficeSolution,1.0.1.0,True,0.962,High,17,8,0,0,0,6,0,2,False,False,False,False,0,,5.1.0,False,2,0
HorizontalBarChart,pbiCraft,horizontalBarChartPBICraft,1.0.9.0,True,0.962,High,25,4,1,0,1,3,0,0,False,False,True,False,0,Globalize,5.8.0,False,3,0
Power Automate Process Mining - Process Map Visual,Microsoft Dynamics 365,processMapEE4E02B949754395AD0F88751FCB5864,1.0.20251121.1,True,0.962,High,46,13,0,0,3,9,0,1,False,False,False,False,0,Leaflet,5.4.0,False,6,0
Rose Donut Pie Chart by Powerviz,TRUVIZ INC,RoseDonutPiechart762B562BE2774F939Fvdsfdsf1FfasfD1F32D91sdw,1.0.0.8,True,0.962,High,57,107,16,2,1,55,1,48,False,False,False,False,0,React; Leaflet; ag-Grid; Bootstrap; jsrsasign; Globalize,5.10.0,False,3,0
Apex Gantt Chart - Project Timeline,APEX Project Management Inc.,gantt66E410741E374A90AF58EE8951297585,1.1.4.0,True,0.961,High,25,4,0,0,1,3,0,0,False,False,False,False,0,Globalize,5.3.0,False,2,0
Chord,Microsoft Corporation,ChordChart1444757060245,2.4.1.0,True,0.961,High,15,3,1,0,0,3,0,0,False,False,False,False,0,Globalize,5.11.0,False,3,4
Download Button by JTA,JTA The Data Scientists,Exportfile40F9J395H1047D67DH73H25C4E835F00,2.0.0.4,True,0.961,High,38,8,2,2,0,3,1,2,False,True,False,False,0,Globalize,5.10.0,False,6,0
Linear Gauge by MAQ Software,MAQ LLC,LinearGauge1450736844786,4.0.2.0,True,0.961,High,55,21,4,1,1,13,1,5,False,False,False,False,0,Globalize,5.1.0,False,2,0
Box and Whisker Chart (Standard),PBIVizEdit.com,boxandwhiskerwithpoints6C29D629F202A5FF5B6B023486584FCA,5.2.0.0,False,0.96,High,63,26,1,2,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,3,0
Double Donut Chart,NeenOpal Inc,doubleDonut2B2DE03D219E04DFF80684A45ECA4D25E,1.0.0.1,False,0.96,High,29,9,1,0,0,8,0,1,True,False,True,False,0,Globalize,5.10.0,False,2,0
Packed Bubble Chart - xViz,xViz LLC dba Lumel,packedBubble563FBEFA65CC43A48496B6BB533D9890,3.0.1.0,True,0.96,High,69,56,32,3,1,45,0,7,False,True,False,False,0,jQuery; Moment.js; Highcharts; Leaflet; ag-Grid; Globalize; Chart.js,5.4.0,False,1,0
3DBI,INFORMAXYZ BV,KGdev3DBI69f2181a7e5a44a9a709014959414bf0,3.1.1558.0,True,0.959,High,68,37,3,2,6,3,0,26,False,False,False,False,0,,5.1.0,False,1,0
Aster Plot,Microsoft Corporation,AsterPlot1443303142064,1.7.3.0,True,0.959,High,15,3,1,0,0,3,0,0,False,False,False,False,0,Globalize,5.11.0,False,3,4
Organization Chart by MAQ Software,MAQ LLC,organizationChartDD06406DD55C47CCBB412EFE9A671D14,4.3.0.0,True,0.958,High,54,17,6,2,0,10,0,5,False,False,False,False,0,Globalize,5.1.0,False,2,0
Process Gantt,SCvation GmbH,scvationProcessGanttDF5273A938B54A6090BAF9589FD5E1E8,2.0.10.2,True,0.958,High,29,8,2,1,0,3,1,3,False,False,False,False,0,Globalize,5.11.0,False,3,0
Sunburst Chart,VisioChart,sunburst_visual_7866DD911E374F88B8C085F91F12F0D7,1.0.0.4,True,0.958,High,15,3,1,0,0,3,0,0,False,False,False,False,0,,5.10.0,False,3,1
Multi KPI,Microsoft Corporation,multiKpiEA8DA325489E436991F0E411F2D85FF3,2.2.1.0,True,0.957,High,79,17,4,4,4,3,0,6,False,False,False,False,0,jQuery,2.6.0,False,2,0
Stacked Bar Chart With Top N,Office Solution AI Labs,StackedBarChatWithTopN,1.0.0.5,False,0.957,High,53,31,2,2,0,26,1,2,False,False,False,False,0,Globalize,4.7.0,False,3,2
Bubble Diagram,VisioChart,bubble_chart_visiochart_8c1a6a012eec332d822f79bf867dr059,1.0.0.2,False,0.956,High,20,4,2,0,0,4,0,0,False,False,False,False,0,Globalize,5.3.0,False,2,0
Histogram Chart (Pro),PBIVizEdit.com,histogram7D0E580F1FEB4DDA901A6D8146EA6387,6.0.2.0,True,0.956,High,53,28,1,2,0,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,1
ADWISE RoadMap / Gantt,Adwise s.r.o.,adwiseVisual73804AE4264848C8BCD67A31A0791911,3.1.3.0,True,0.955,High,16,7,0,0,0,6,0,1,False,False,False,False,0,,4.7.0,False,2,0
Dual Y-Axis Combo Chart (Standard),PBIVizEdit.com,dualyaxiscombo12906DF13887C2CC660838C5ABDCC630,5.5.3.0,False,0.955,High,43,24,1,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,4,0
KPI Matrix,pbi-consultants,kpi_matrix,1.0.5.0,True,0.955,High,18,6,0,0,0,3,0,3,False,False,False,False,0,jQuery; Globalize,5.10.0,False,13,0
Calendar by Datanau,"DATANAU - CONSULTORIA INFORMÁTICA, UNIPESSOAL, LDA",CalendarByDatanau,1.0.0.11,True,0.954,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.10.0,False,3,1
ParaHTMLViewer,Paradigm BI,paraHTMLViewerC2AD224EF75E443AB988740A34F595EE,1.5.0.0,False,0.954,High,63,21,3,1,3,13,0,4,False,False,False,False,0,jQuery,2.6.0,False,2,0
Sunburst by MAQ Software,MAQ LLC,SunburstDD4B4E19938B4CDD9D3EFC2221D4DCF7,4.0.2.1,True,0.954,High,53,27,3,1,1,16,0,9,False,False,False,False,0,Leaflet; Globalize,4.7.0,False,2,0
Aimplan Data Input Table,Aimplan AB,tableGridA86B787D407F4AE99B016A8E5AC0A27E,25.12.29.0,False,0.953,Medium,8,0,0,0,0,0,0,0,True,True,False,True,0,,5.7.0,False,5,0
Synoptic Panel Lite,OKVIZ Corp.,synopticPanelLiteByOKVIZ9D9A1ACC481B452E9EF8DF049888BAF6,2.5.1.0,True,0.953,High,21,45,3,0,0,10,0,35,False,True,False,False,0,jQuery; Leaflet; jsrsasign; DOMPurify; Globalize; CodeMirror,5.11.0,False,7,0
Google Trends,pbiCraft,trendsPBICraft,1.0.7.0,False,0.952,High,58,9,1,0,2,7,0,0,True,False,True,False,0,Leaflet; Globalize,5.8.0,False,3,0
Image Carousel by MAQ Software,MAQ LLC,ImageCarouselByMAQSoftware1448688110701,4.0.2.0,False,0.952,High,43,14,2,2,0,6,1,5,True,False,False,False,0,Leaflet,5.8.0,False,3,0
Advanced Linear Gauge by MAQ Software,MAQ LLC,AdvancedLinearGaugeDA0D695483C84EDAA6A55149E2DS37,4.0.1.0,True,0.951,High,17,8,2,0,0,6,0,2,False,False,False,False,0,Globalize,5.1.0,False,2,0
Bullet Chart - xViz,xViz LLC dba Lumel,BulletChart832EC06300814F26921DEFC2DE8606BE,3.0.2.0,True,0.951,High,90,61,46,3,2,46,0,10,False,True,False,False,0,jQuery; Moment.js; Highcharts; Leaflet; ag-Grid; Chart.js,4.7.0,False,2,0
Image,plainbi,image9381D9E0B8224040987A3963DA557E0D,1.0.0.1,False,0.951,High,25,9,0,0,0,7,0,2,True,False,False,False,0,,5.3.0,False,1,0
Stacked Bar Chart with Line by JTA,JTA The Data Scientists,StackedBarLineC23CD878BA764C3B84E5261BC83BC537,3.2.0.10,True,0.951,High,28,7,1,1,0,3,1,2,False,False,False,False,0,Leaflet; Globalize,5.10.0,False,5,0
Enlighten Data Story,ENLIGHTEN DESIGNS,enlightenDataStoryDDFB78A6143E42CFAFBC50CCF18D978D,1.4.7.0,True,0.95,High,25,6,1,0,0,6,0,0,False,False,False,False,0,DOMPurify,3.8.0,False,2,0
Funnel/Pyramid Chart - xViz,xViz LLC dba Lumel,funnelDrilldownD423170ED341443BBDECDD3BA5FB49D2,3.0.1.0,True,0.95,High,79,58,31,3,2,45,0,8,False,True,False,False,0,jQuery; Moment.js; Highcharts; Leaflet; ag-Grid; Globalize; Chart.js,5.4.0,False,2,1
Territory Visual by EasyTerritory,EasyTerritory,easyTerritoryTerritoryVisualB76516E7EB374091BC4E1AF5914B1F41,5.18.14.1,False,0.95,High,127,106,7,3,33,33,4,33,True,False,False,False,0,jQuery; Leaflet; Mapbox GL JS; Globalize; JSZip,5.10.0,True,5,1
Autocomplete Filter (BI-Champ Suite),CodeX Enterprises LLC,valuefilter067F5282FE684A43B734273E444AE8EB,5.0.0.1,True,0.949,High,18,19,2,0,0,3,0,16,False,False,False,False,0,Quill; Globalize,5.11.0,False,18,0
Bar and line chart with table,Kishore Kadhirvelu,barAndLineChartWithTableC51A8F083FFA4AD1B56D590728B72F84,1.0.0.8,True,0.949,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.3.0,False,3,0
Circular Gauge by MAQ Software,MAQ LLC,CircularGauge1458053128559,4.0.0.0,True,0.949,High,54,22,8,2,0,16,0,4,False,False,False,False,0,jQuery; React,3.5.0,False,2,0
Open IFC Viewer,Flinker GmbH,ifcviewer,3.5.0.0,False,0.949,Medium,8,1,1,0,0,1,0,0,True,True,True,False,0,,5.1.0,False,8,0
Ultimate Waterfall,dataviz.boutique GmbH,ultimateWaterfall9712E1351D4E4FA89077ED4D9351DC71,4.8.9.1,True,0.949,High,43,21,4,0,2,16,0,3,False,False,False,False,0,jQuery,4.1.0,False,2,0
Write-Back for Power BI,Xpand IT,writeback4powerbi,2.2.3.0,False,0.949,High,106,43,19,4,2,15,5,17,True,True,True,True,0,jQuery; Leaflet; Bootstrap; Quill,5.11.0,False,9,0
chat Power BI AI,Chartenza,chatpowerbi_ai,1.6.0.2,False,0.949,High,113,38,1,1,9,13,0,15,True,False,False,False,0,Leaflet; DOMPurify,5.11.0,False,1,0
Charticulator Visual Community (View),Ilfat Galiev,charticulatorVisualCommunity_VIEW,1.6.6.0,True,0.948,High,21,18,4,0,0,5,0,13,False,True,False,False,0,React; Leaflet,5.11.0,False,6,3
PBI AI Agent,PBI AI Agent,pbi_ai_agent,4.1.0.0,False,0.948,High,81,23,0,0,14,5,0,4,True,False,False,False,0,Leaflet,5.10.0,False,8,0
Aster Plot Chart,VisioChart,aster_plot_chart_visiochart_8c1a6a012eec972d899f78bf867dr059,1.0.0.1,False,0.947,High,25,4,1,0,1,3,0,0,False,False,False,False,0,Globalize,5.3.0,False,1,0
Ultimate Sankey for Finance,dataviz.boutique GmbH,sankey35CACFA54D5C45EF9289D949AC2295C9,1.1.0.7,True,0.947,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.11.0,False,3,0
HTML VizCreator Cert by BI Samurai,BI Samurai,textStylerD577C9FF21FB4883A1CE1335C340B54F,2.3.4.0,True,0.946,High,25,7,2,0,1,6,0,0,False,False,False,False,0,Moment.js; Globalize,5.4.0,False,3,0
Population Pyramid (Standard),PBIVizEdit.com,populationpyramidDC1509F6C26AC5E67951F13AEFE20003,5.3.0.0,False,0.946,High,43,24,2,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,0
Pulse Chart,Microsoft Corporation,PulseChart1459209850231,3.3.6.0,True,0.946,High,15,6,2,0,0,6,0,0,False,False,True,False,0,,4.2.0,False,2,0
PureViz Infographic - for PowerPoint to Power BI,IntellectBI,pureVizInfographicC9801BF222134D2D83FA9C41861F3482,2.0.3.0,True,0.946,High,44,144,5,1,0,139,0,4,False,False,False,False,0,,3.8.0,False,2,0
Risk Matrix Viz,DATA LOOM PTY LTD,riskMatrix5FF203207EDB423DBB2B4A4D3BA903E4,1.0.5.0,True,0.946,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.10.0,False,4,0
Ultimate KPI Card API License,dataviz.boutique GmbH,kpifreeapi51D0292A0438427096AC459B59FEF2DE,5.1.2.0,True,0.945,High,26,5,0,1,0,3,0,1,False,False,False,False,0,Globalize,5.10.0,False,7,1
Histogram with points by MAQ Software,MAQ LLC,histogramXY6E3D5691159E41859A007A262D4B0E9E,4.0.0.0,True,0.944,High,18,13,2,0,0,9,0,4,False,False,False,False,0,jQuery; React,3.5.0,False,2,0
Calendar Pro by OKVIZ,OKVIZ Corp.,calendarProByOKVIZ359F68153F3C4C1B84994D4D62ED4EAC,1.1.4.0,True,0.943,High,21,29,1,0,0,7,0,22,False,True,False,False,0,jQuery; Moment.js; jsrsasign; Globalize,5.11.0,False,10,1
Datellers Nested Total Bar Chart,DATELLERS PRIVATE LIMITED,nestedTotalBarChartC2D32E67DFF64FDD9564CF2CFCD20141,1.2.1.0,True,0.943,High,15,3,1,0,0,3,0,0,False,False,False,False,0,Globalize,5.11.0,False,5,0
KPI Ticker by MAQ Software,MAQ LLC,kpiTicker492C9305B9464241B52382527F977DE1,4.0.4.0,True,0.943,High,40,16,3,2,0,6,1,7,False,False,False,False,0,jQuery; React,3.5.0,False,2,0
Pdf Viewer,DS Analytics AB,pdfViewer392A657C115F4015AD64793E71199A8B,1.2.2.7,True,0.943,High,111,30,1,3,8,3,0,16,False,True,False,False,0,,5.10.0,False,2,1
TMap,Mylocs Inc,tMap8E0FD0EA52A241AAB7312149B2333625,3.0.9.1,True,0.943,High,49,18,3,4,0,10,0,4,False,False,False,False,0,Leaflet,5.10.0,False,13,0
Waterfall Chart,VisioChart,waterfall_chart_visiochart_8c1a6a012eec472d899f79bf867db013,1.0.0.2,False,0.943,High,15,3,2,0,0,3,0,0,False,False,False,False,0,Globalize,5.3.0,False,2,0
Mekko Chart,Microsoft Corporation,MekkoChart1449744733038,3.7.0.0,True,0.942,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Leaflet; Globalize,5.11.0,False,3,3
SPC Charts for Power BI,Government of Western Australia - Department of Health,PBISPC,1.7.4.0,True,0.942,High,15,3,0,0,0,3,0,0,False,True,False,False,0,Leaflet,5.1.0,False,7,0
Datellers Bar of Pie,DATELLERS PRIVATE LIMITED,barOfPieChartEF91E48C78A2807BCA25C2765,1.1.8.0,True,0.941,High,53,15,2,2,0,10,1,2,False,False,False,False,0,Leaflet; Globalize,5.11.0,False,7,0
Enhanced Scatter,Microsoft Corporation,EnhancedScatterChart1443994985041,3.0.9.0,True,0.941,High,43,8,2,0,1,7,0,0,True,False,False,False,0,Globalize,5.4.0,False,2,0
Pro Circle Card by Devlup Funnels,Devlup Funnels,circleCard68ECC0CB90BE47B3962072B48765978B,1.0.0.0,False,0.941,High,17,8,2,0,0,6,0,2,False,False,False,False,0,,5.3.0,False,2,0
Ring Chart by MAQ Software,MAQ LLC,DonutChartGMO1461469098694,4.8.0.0,True,0.941,High,32,12,4,0,0,10,0,2,False,False,False,False,0,Globalize,5.8.0,False,2,2
Tassels Parallel Sets Slicer,Wishyoulization,wishyoulizationtassels,1.0.0.0,False,0.941,High,79,18,5,3,3,3,0,9,False,False,False,False,0,d3.js,2.6.0,False,2,0
Venn Diagram by MAQ Software,MAQ LLC,vennDiagram8527AJ74DB74562488PCR752UTY9465,4.0.0.0,True,0.941,High,33,22,2,0,0,19,0,3,False,False,False,False,0,jQuery; React,3.5.0,False,2,0
Event Table Viewer,Pro2Future GmbH,eventtableviewer97B8605495D14130ABA471214A4B58BE,1.0.0.0,False,0.94,High,61,61,7,3,1,34,0,23,False,False,False,False,0,Leaflet; Globalize,5.9.0,False,1,0
Lollipop Chart by Powerviz,TRUVIZ INC,lollipopChart50393786178B4137A75F3257CB590B96,1.0.0.3,True,0.94,High,82,142,32,6,1,69,1,65,False,True,False,False,0,React; Moment.js; ECharts; Leaflet; ag-Grid; Bootstrap; jsrsasign; Quill; Globalize,5.11.0,False,2,1
Traffic Light - LeapLytics,LeapLytics GmbH,TrafficLight2D3CDE2AC13D4EA29E02FC4F5D359996,1.0.1.8,True,0.939,High,18,9,1,0,0,6,0,3,False,True,False,False,0,Moment.js,5.10.0,False,5,1
Multi-pane Card,Mylocs Inc,tCardA89FF4DFB8224D269ECAE6467FD02019,2.0.0.7,True,0.938,High,26,5,0,1,0,3,0,1,False,False,False,False,0,,5.10.0,False,7,0
Timeline Basic,TheraTraq,timelineVariation3D7EACB3A04E64A5FA9D86F6E035F3524,1.0.5.0,True,0.938,High,39,10,7,1,0,5,0,4,False,False,False,False,0,Leaflet,2.6.0,False,2,0
Dual Slicer,Airport Planning Solutions,v27d59d9f_0c2b_4456_982c_d551f8a876be,1.0.2.0,False,0.937,High,31,23,4,1,0,3,1,18,False,False,False,False,0,Leaflet,5.3.0,False,1,0
Dynamic KPI Card by Sereviso,Entech SPA AG,BBED0A4D4D8D44CE93CF2DAFADEE466C,3.3.1.0,True,0.937,High,22,4,4,2,0,0,0,2,False,False,False,False,0,jQuery,2.6.0,False,2,0
HCLTech 4-Dimensional Bubble Chart,hcl technologies,devBubbleVisualF72A389895DF4554959F8C945072A1D1,1.2.0.0,False,0.937,High,30,7,1,0,0,7,0,0,False,False,False,False,0,,3.8.0,False,2,0
Icon Pack by TME AG,TME AG,iconpack,1.1.1.1,False,0.937,High,54,10,3,2,2,2,0,4,False,False,False,False,0,,3.8.0,False,2,0
Hierarchical Bar Chart,Excelnaccess.com,hierarchy50DB3783432B40A69C0B91926CE74CD9,24.21.0.0,True,0.936,High,38,11,2,2,0,6,0,3,False,True,False,False,0,Globalize,5.9.0,False,10,0
Inforiver Premium Table,xViz LLC dba Lumel,inforiverAppTable2B7A5FD2992D434DAE0B149479307B7B,1.1.2.0,True,0.936,High,96,123,18,4,0,39,0,80,False,True,True,False,0,jQuery; Leaflet; DOMPurify; Quill; Globalize; CodeMirror,5.11.0,False,3,0
Multi KPI Decomposition Tree,Convergent Business Technologies,customDecompositionTree32EC86E134064A70A4E440DB8E770C73,1.0.0.2,False,0.936,High,15,3,1,0,0,3,0,0,False,False,False,False,0,,5.3.0,False,1,0
PlotlyJS Visual by Akvelon,Akvelon,plotlyJSVisualEEDDFAAB4619388784AE7972BC162ECDFAAB46196,1.9.1.0,True,0.936,High,128,122,107,42,4,27,0,49,False,True,False,False,0,jQuery; React; Leaflet; Mapbox GL JS; Plotly.js; DOMPurify; PowerBI Visuals Utils; TopToJSON / TopoJSON,5.11.0,False,3,0
Animated Treemap by iFour,iFour Technolab Pvt. Ltd.,animatedtreemapD657B9D17F0JIOU125413445583CD2F21175CD7EF,1.0.2.3,True,0.935,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.11.0,False,6,0
Data Map,dTyp,datamap8FEE960E90FB4AF6BD5F829E8460D340,1.0.0.0,False,0.935,High,63,39,8,1,3,4,3,28,False,False,False,False,0,,3.8.0,False,2,0
Ratings visual by TME AG,TME AG,ratingsvisual001,1.2.1.0,False,0.935,High,22,4,4,2,0,0,0,2,False,False,False,False,0,,3.2.0,False,2,0
Tree,CK Corporation,D3JsTree2F7A67F154D04FA3A4CA3E01DE5AE54B,1.0.8.0,True,0.935,High,59,13,3,3,1,3,0,6,False,False,False,False,0,jQuery,2.6.0,False,2,0
Animated Bar Race Chart,INOVISTA LIMITED,RaceBarChart828E7F9A76D539488CE6C92657D234CF,1.0.2.0,False,0.934,High,92,30,9,3,4,5,1,17,False,False,False,False,0,d3.js; DOMPurify,2.6.0,False,2,0
Autodesk® Data Connector for Power BI - Viewer,"Autodesk, Inc.",AutodeskDataConnectorforPowerBI71085f8edd3a426aabae3dc6cdb2f164,2.4.0.0,False,0.934,High,104,29,13,1,13,4,0,11,True,True,False,False,0,jQuery; jsrsasign; DOMPurify,5.11.0,True,4,0
Hierarchical Filter / Slicer - xViz,xViz LLC dba Lumel,HierarchicalFilterF39DAE8D57A743EF89F5C3809DEE2B67,3.0.2.0,True,0.934,High,51,69,20,3,0,44,0,22,False,True,False,False,0,Moment.js; Highcharts; Leaflet; ag-Grid; Globalize,5.4.0,False,3,0
Cluster For PowerBI,Cybercoderz,clusteredChart,1.0.0.3,False,0.933,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.3.0,False,1,0
Drill Down Donut PRO (Filter) by ZoomCharts,ZoomCharts,ZoomChartsPieChartPaidE77E4ED357DC402ABA005987437CF500,1.12.77.0,True,0.933,High,18,40,6,1,0,0,2,37,False,False,False,False,0,Moment.js; Leaflet; Globalize,5.9.0,False,21,0
